timestamp,open,high,low,close,volume,rsi,macd,macd_signal,ema,predictions
2024-05-07 00:00:00,63165.18,63667.0,62960.0,63545.45,928.47484,46.885292142881724,-226.59930903813074,-232.3396148895092,63647.567963197755,
2024-05-07 01:00:00,63545.44,63967.19,63480.0,63895.72,1085.17625,52.11900327866145,-178.72155416944588,-221.61600274549656,63671.201490512256,
2024-05-07 02:00:00,63895.72,63953.34,63620.03,63702.76,515.58031,49.24050182179471,-154.5666003074366,-208.20612225788457,63674.20706284442,
2024-05-07 03:00:00,63702.76,63733.16,62832.6,63239.49,1476.62405,43.087671391902944,-170.83634756303945,-200.73216731891557,63632.80543781162,
2024-05-07 04:00:00,63239.5,63470.58,63092.76,63466.26,660.87016,46.60481937765,-163.54653304748354,-193.29504046462918,63616.94396754385,
2024-05-07 05:00:00,63466.27,63725.0,63243.92,63563.48,863.98722,48.0860512570105,-148.21592015868373,-184.2792164034401,63611.8521611111,
2024-05-07 06:00:00,63563.47,63719.2,63394.28,63623.81,670.64396,49.030959933278425,-129.7030363266167,-173.36398038807545,63612.99100291004,
2024-05-07 07:00:00,63623.81,63853.12,63549.99,63669.69,675.97144,49.77957900868237,-110.06059986187756,-160.7033042828359,63618.3909073948,
2024-05-07 08:00:00,63669.69,64422.41,63596.13,64232.0,1813.93045,57.93446561091183,-48.5603365363786,-138.27471073354442,63676.8298685953,
2024-05-07 09:00:00,64231.99,64362.7,64064.34,64119.98,876.3382,55.98414039300102,-8.759043770965945,-112.37157734102874,63719.03464301479,
2024-05-07 10:00:00,64119.98,64171.83,63746.69,64086.37,1107.35526,55.38172763911429,19.842983823255054,-85.92866510817198,63754.01896272767,
2024-05-07 11:00:00,64086.37,64124.05,63358.0,63490.43,1203.63388,45.94203092830462,-5.513524287518521,-69.84563694404129,63728.915251991704,
2024-05-07 12:00:00,63490.43,63772.45,63473.73,63663.02,808.51866,48.67072261243186,-11.549038912344258,-58.18631733770189,63722.63951370678,
2024-05-07 13:00:00,63663.03,63712.86,63112.57,63213.16,1114.61286,42.630394539367096,-52.03237328891555,-56.95552852794462,63674.11765525852,
2024-05-07 14:00:00,63213.17,64088.53,63050.77,64024.47,1473.30207,53.77291365346422,-18.437237848462246,-49.25187039204815,63707.48454523389,
2024-05-07 15:00:00,64024.47,64320.0,63584.28,63740.48,2024.432,50.10449324645638,-14.560624750120041,-42.313621263662526,63710.62696949733,
2024-05-07 16:00:00,63740.48,63895.46,63455.56,63634.0,834.79206,48.761294022866586,-19.851590274214686,-37.82121506577296,63703.32916287854,
2024-05-07 17:00:00,63633.99,63657.4,63310.84,63391.79,634.53809,45.75643144573189,-43.092300126147165,-38.875432077847805,63673.658766413915,
2024-05-07 18:00:00,63391.79,63393.52,62789.89,63169.99,1486.25347,43.13502932886776,-78.50320043605461,-46.800985749489165,63625.690312469735,
2024-05-07 19:00:00,63169.99,63269.2,62961.81,63060.01,626.71829,41.854583010340654,-114.1254932664815,-60.26588725288764,63571.815996996425,
2024-05-07 20:00:00,63060.0,63197.58,62888.68,62974.94,554.56501,40.84460168395092,-147.52033245537314,-77.71677629338474,63514.97066394915,
2024-05-07 21:00:00,62974.94,63162.28,62835.0,63074.01,577.89635,42.58226951274188,-164.1002169201165,-94.9934644187311,63472.97441023971,
2024-05-07 22:00:00,63074.01,63123.6,62738.8,62850.92,1499.83173,39.75062358607735,-193.0164202253145,-114.59805558004778,63413.73113307402,
2024-05-07 23:00:00,62850.92,62880.0,62261.0,62312.08,2084.74811,33.888823045125406,-256.4563354048805,-142.96971154501435,63308.81197754316,
2024-05-08 00:00:00,62312.07,62729.77,62111.0,62586.01,1290.47582,38.82747005720707,-281.38542752101057,-170.6528547402136,63239.97369396762,
2024-05-08 01:00:00,62586.01,62718.38,62430.0,62530.31,791.7418,38.20254820562999,-302.1534008026356,-196.952963952698,63172.38667549451,
2024-05-08 02:00:00,62530.31,62849.03,62530.3,62756.01,608.8807,42.25800212546128,-296.97670293721603,-216.95771174960163,63132.731754018845,
2024-05-08 03:00:00,62756.0,62973.18,62588.0,62893.99,646.7246,44.64944572494078,-278.52958406331163,-229.27208621234365,63109.994444112286,
2024-05-08 04:00:00,62894.0,63020.22,62358.09,62520.15,950.04767,39.835581781853506,-290.7245811385874,-241.56258519759243,63053.818782768256,
2024-05-08 05:00:00,62520.15,62760.0,62361.51,62617.71,564.73818,41.6049747501035,-289.1834012843028,-251.08674841493453,63012.2846129808,
2024-05-08 06:00:00,62617.71,62709.63,62135.48,62505.98,1299.9694,40.1487147744429,-293.59332132685813,-259.58806299731924,62964.06512603025,
2024-05-08 07:00:00,62505.99,62603.64,62020.09,62208.0,1045.14323,36.48125452342577,-317.4730783821142,-271.16506607427823,62892.05892355118,
2024-05-08 08:00:00,62208.0,62427.97,62042.0,62375.99,1032.41734,39.81886128652591,-319.1634512501114,-280.76474310944485,62842.90950226059,
2024-05-08 09:00:00,62375.99,62428.0,62082.3,62302.01,1000.998,38.85070006409552,-322.75216559113323,-289.16222760578256,62791.39526395006,
2024-05-08 10:00:00,62302.0,62519.7,62264.19,62450.05,809.67814,41.89522878959348,-310.07629032451223,-293.34504014952853,62758.886191192905,
2024-05-08 11:00:00,62450.06,62507.0,62131.41,62243.4,670.36372,38.97788336092038,-313.09631636548875,-297.29529539272056,62709.792268222154,
2024-05-08 12:00:00,62243.4,62450.14,62093.75,62238.29,730.29598,38.905738213941284,-312.3020197723381,-300.29664026864407,62664.88729029623,
2024-05-08 13:00:00,62238.29,62461.28,61761.0,62447.61,2047.08478,43.517602345439876,-291.4228185124957,-298.52187591741443,62644.19421502992,
2024-05-08 14:00:00,62447.6,62828.0,62160.72,62560.01,1703.94563,45.88011016758512,-262.7770304198857,-291.3729068179087,62636.176670741355,
2024-05-08 15:00:00,62560.0,62604.35,61886.86,62273.08,1676.92072,41.14850475359401,-260.2281419664723,-285.14395384762145,62601.59603543265,
2024-05-08 16:00:00,62273.07,62444.45,62000.0,62444.45,800.51936,44.80944271320536,-241.59504540649505,-276.4341721593962,62586.62974634383,
2024-05-08 17:00:00,62444.45,62685.7,62368.06,62594.18,721.63706,47.86123067008308,-212.2989720856349,-263.60713214464397,62587.34881812061,
2024-05-08 18:00:00,62594.19,62760.0,62450.0,62515.46,605.54987,46.40829582130158,-193.2065047022188,-249.52700665615896,62580.502264013885,
2024-05-08 19:00:00,62515.46,62548.71,61949.42,62179.45,1173.4342,40.725288115131356,-202.85045185536,-240.1916956959992,62542.30681029828,
